其中4隻由三星資產運用（香港）發行，該公司高級董事總經理裵在圭表示，香港剛開始推出槓反產品，投資者需要一段時間了解相關操作，因此成交量建立需時，並重申該產品只適合短炒，不宜長期持有，又指香港在槓反產品的發展落後於日本、南韓及台灣等地，港交所（00388）應與市場保持緊密溝通以加強競爭力。,00388.HK,2017-03-15,0,0,-1
加息前夕，滙控（005）及渣打（2888）走勢較牛皮，渣打更曾失守70元心理關口，不過很快便失而復得。,00005.HK,2017-03-15,0,0,-1
加息前夕，滙控（005）及渣打（2888）走勢較牛皮，渣打更曾失守70元心理關口，不過很快便失而復得。,02888.HK,2017-03-15,0,0,-1
加息前夕，滙控（005）及渣打（2888）走勢較牛皮，渣打更曾失守70元心理關口，不過很快便失而復得。,00005.HK,2017-03-15,0,0,-1
加息前夕，滙控（005）及渣打（2888）走勢較牛皮，渣打更曾失守70元心理關口，不過很快便失而復得。,02888.HK,2017-03-15,0,0,-1
現任友邦（1299）首席執行官兼總裁杜嘉祺，將轉投滙控並出任非執行主席，消息刺激滙控股價周一急升超過2%。,01299.HK,2017-03-15,1,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02628.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00700.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00941.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00939.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01398.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01299.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02601.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01336.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00607.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02333.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02628.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00700.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00941.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00939.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01398.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01299.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02601.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01336.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00607.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02333.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02628.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00700.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00941.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00939.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01398.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01299.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02601.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01336.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00607.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02333.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02628.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00700.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00941.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00939.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01398.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01299.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02601.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,01336.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,00607.HK,2017-03-15,0,0,-1
該行又指，年初至今「北水」主要買入藍籌股，首十大股份為中國人壽（02628）、騰訊控股（00700）、中國移動（00941）、建設銀行（00939）、工商銀行（01398）、友邦保險（01299）、中國太保（02601）、新華保險（01336）、豐盛控股（00607）及長城汽車（02333）。,02333.HK,2017-03-15,0,0,-1
